plant_id,name,type,latitude,longitude,nearest_river_node_id,snap_distance_m
WTW_way_184272966,Weatherlees Hill WwTW,wastewater_plant,51.2964355,1.3480782,NODE_633542.200000_160570.690000,37.52
WTW_way_184359423,Machynlleth WwTW,wastewater_plant,52.5912634,-3.8581379,NODE_274136.450000_300910.780000,90.04
WTW_way_184540596,Unnamed Facility (184540596),wastewater_plant,51.5703117,-2.5770282,NODE_360426.490000_186142.010000,419.31
WTW_way_184688800,Unnamed Facility (184688800),wastewater_plant,50.1595959,-5.4328597,NODE_154916.000000_34714.740000,232.3
WTW_way_184916439,Pontesbury (STW),wastewater_plant,52.6532942,-2.8886722,NODE_340232.980000_306859.270000,404.89
WTW_way_184955743,Hinkley Point Power Station Wastewater Treatment Works,wastewater_plant,51.2055528,-3.1257956,NODE_321782.790000_145734.410000,334.39
WTW_way_184967084,Unnamed Facility (184967084),wastewater_plant,53.932889,-2.9041084,NODE_340578.760000_449185.880000,320.81
WTW_way_185360322,Unnamed Facility (185360322),wastewater_plant,53.9648556,-2.7672701,NODE_349510.670000_452209.150000,289.98
WTW_way_185391325,Unnamed Facility (185391325),wastewater_plant,53.9224369,-0.9439445,NODE_469735.260000_447966.980000,296.53
WTW_way_185565033,Snag Lane Sewage Works,wastewater_plant,50.7696996,-2.2796711,NODE_380200.430000_96548.880000,242.14
WTW_way_185586613,Unnamed Facility (185586613),wastewater_plant,50.8552481,-3.7981327,NODE_273376.750000_107501.240000,280.13
WTW_way_185809727,Barston (STW),wastewater_plant,52.4173275,-1.7196302,NODE_419437.930000_280302.640000,437.16
WTW_way_185898823,Unnamed Facility (185898823),wastewater_plant,50.4739158,-4.7413218,NODE_206061.250000_67402.390000,478.82
WTW_way_186077349,Strongford Sewage Treatment Works,wastewater_plant,52.9501747,-2.1809678,NODE_387800.540000_338997.990000,255.07
WTW_way_186237022,Wincanton Sewage Works,wastewater_plant,51.0448173,-2.4123315,NODE_371271.350000_127130.930000,238.78
WTW_way_186752348,Unnamed Facility (186752348),wastewater_plant,50.5925821,-3.6187989,NODE_285747.820000_78453.060000,318.49
WTW_way_186836497,Notton Railway Sewage Treatment Works,wastewater_plant,53.6212746,-1.4718685,NODE_435071.200000_413849.510000,143.32
WTW_way_187635487,Chirbury (STW),wastewater_plant,52.5812587,-3.0944658,NODE_325812.190000_298849.140000,178.37
WTW_way_187643830,Four Ashes Sludge Disposal Works,wastewater_plant,52.674036,-2.1071938,NODE_392835.660000_308231.480000,253.71
WTW_way_187674480,South Elmsall Sewage treatment works,wastewater_plant,53.5910594,-1.2707829,NODE_447986.890000_410617.580000,399.13
WTW_way_188144511,Branston (STW),wastewater_plant,52.8603951,-0.795102,NODE_481052.130000_330038.130000,223.86
WTW_way_189108525,Queensferry Wastewater Treatment Works,wastewater_plant,53.2068473,-3.0157569,NODE_332316.750000_368494.210000,268.2
WTW_way_189735874,Glencorse Water Treatment Works,water_works,55.8506104,-3.2248808,NODE_323409.740000_663024.670000,411.44
WTW_way_189744597,Carronside Sewage Pumping Station,wastewater_plant,56.0238229,-3.7790665,NODE_288975.150000_682749.600000,261.6
WTW_way_190102174,Stretford Wastewater Treatment Works,wastewater_plant,53.4358202,-2.3300671,NODE_378203.700000_393503.900000,230.74
WTW_way_190116389,Strathpeffer Waste Water Treatment Plant,wastewater_plant,57.59227,-4.525641,NODE_249165.160000_858677.470000,68.29
WTW_way_190198422,Eaglesham Treatment Works,wastewater_plant,55.7516904,-4.2641396,NODE_258123.060000_652998.110000,280.7
WTW_way_190371210,Unnamed Facility (190371210),wastewater_plant,50.9722521,-0.8710567,NODE_479298.180000_119843.090000,70.58
WTW_way_190524515,Unnamed Facility (190524515),wastewater_plant,50.7310465,-2.0468699,NODE_396662.320000_92116.830000,294.56
WTW_way_190623869,Unnamed Facility (190623869),wastewater_plant,51.0369537,0.6415312,NODE_585445.420000_129299.970000,446.05
WTW_way_191475832,Unnamed Facility (191475832),wastewater_plant,55.7140098,-4.7124376,NODE_229989.630000_649818.690000,381.04
WTW_way_191555488,Unnamed Facility (191555488),wastewater_plant,54.9745381,-3.6074206,NODE_297276.700000_565606.070000,67.71
WTW_way_191696851,Unnamed Facility (191696851),water_works,56.0137523,-3.7666274,NODE_289644.260000_681524.020000,316.4
WTW_way_192227237,Redmile (STW),wastewater_plant,52.9088537,-0.8206791,NODE_479385.930000_335308.340000,61.75
WTW_way_192494159,Erskine Waste Water Treatment Works,wastewater_plant,55.89214,-4.4118409,NODE_249753.490000_669248.350000,487.78
WTW_way_192616320,Dalmuir Waste Water Treatment Works,wastewater_plant,55.9081221,-4.4387263,NODE_247837.990000_671260.750000,301.6
WTW_way_192951605,Unnamed Facility (192951605),wastewater_plant,51.9393743,1.1517342,NODE_616537.720000_231109.960000,397.34
WTW_way_193287358,Warwick STW,wastewater_plant,52.2657625,-1.5991162,NODE_427733.740000_262957.100000,334.23
WTW_way_194279819,Lyndhurst Wastewater Plant,wastewater_plant,50.8796606,-1.5590132,NODE_430972.380000_109066.290000,161.98
WTW_way_195633061,Unnamed Facility (195633061),wastewater_plant,52.001373,1.0218373,NODE_607426.950000_237581.130000,399.53
WTW_way_195766911,Tadcaster Trade Sewage Treatment Works,wastewater_plant,53.8786795,-1.2486126,NODE_449287.330000_442350.530000,457.0
WTW_way_196795023,Carron Valley Treatment Works,water_works,56.0304905,-3.9806331,NODE_276813.090000_684126.920000,425.3
WTW_way_197079245,Unnamed Facility (197079245),wastewater_plant,51.2915932,1.337518,NODE_632574.310000_160184.160000,282.03
WTW_way_197819352,Great Hockham Lt Hockam Rd STW,wastewater_plant,52.4873812,0.8739419,NODE_594869.730000_291697.630000,371.74
WTW_way_198210468,Fleet WWTW,wastewater_plant,51.3004973,-0.845926,NODE_480298.850000_156356.730000,254.97
WTW_way_198275937,Water Treatment Works,wastewater_plant,54.7174205,-1.8414509,NODE_410613.970000_535795.450000,304.33
WTW_way_198347936,Willington Sewage Treatment Works,wastewater_plant,54.7059814,-1.6761522,NODE_420646.270000_534550.630000,323.77
WTW_way_198478919,Unnamed Facility (198478919),wastewater_plant,51.3197637,1.3123376,NODE_630997.750000_163152.570000,136.57
WTW_way_198501584,Lodgehill STW Liskeard,wastewater_plant,50.4408679,-4.4785607,NODE_224001.540000_63304.170000,272.51
WTW_way_199076986,Hitchin STW,wastewater_plant,51.9612226,-0.2724509,NODE_519129.490000_230445.870000,369.97
WTW_way_199409889,Westray Water Treatment Works,water_works,59.3129136,-2.9883369,NODE_343902.030000_1047839.670000,75.77
WTW_way_199796945,Woodbridge-Creek Fm STW,wastewater_plant,52.0797336,1.2960652,NODE_625913.860000_247364.630000,138.63
WTW_way_199883482,Unnamed Facility (199883482),wastewater_plant,52.1009399,1.2580542,NODE_623044.200000_249333.400000,449.28
WTW_way_200038265,Compton & Marldon STW,wastewater_plant,50.4807985,-3.6032019,NODE_286411.170000_66054.710000,278.24
WTW_way_200401939,Pool Sewage Treatment Works,wastewater_plant,53.9052473,-1.6033628,NODE_425778.250000_445850.720000,499.5
WTW_way_201719935,Bala Wastewater Treatment Works,wastewater_plant,52.908766,-3.5852768,NODE_293703.850000_335557.050000,303.83
WTW_way_201784109,Unnamed Facility (201784109),wastewater_plant,52.3589752,-2.8706885,NODE_340402.980000_273822.260000,400.08
WTW_way_202259459,Unnamed Facility (202259459),wastewater_plant,50.3565323,-3.6043523,NODE_286171.510000_51942.710000,202.99
WTW_way_202711024,Hazel Grove Wastewater Treatment Works,wastewater_plant,53.4004069,-2.1050439,NODE_393548.750000_389067.080000,489.58
WTW_way_203253204,Glossop Wastewater Treatment Works,wastewater_plant,53.447743,-1.9968317,NODE_400424.570000_394855.610000,325.94
WTW_way_203446626,Marnhull Common WwTW,wastewater_plant,50.961427,-2.3345994,NODE_376251.510000_117911.790000,374.14
WTW_way_203556080,Stockbridge Wastewater Plant,wastewater_plant,51.1085037,-1.4907177,NODE_435489.780000_134714.880000,349.88
WTW_way_203739509,Gowerton Sewage Works,wastewater_plant,51.6539264,-4.0320447,NODE_259283.880000_196745.360000,331.01
WTW_way_203763479,Unnamed Facility (203763479),wastewater_plant,50.2680913,-3.7521098,NODE_275200.450000_42340.670000,42.67
WTW_way_204309054,Stafford Sewage Treatment Works,wastewater_plant,52.7988584,-2.0661477,NODE_395268.590000_322545.960000,409.63
WTW_way_205110610,Unnamed Facility (205110610),water_works,56.0209153,-3.7541301,NODE_290819.550000_682200.670000,98.12
WTW_way_205570443,St. Boswells WwTW,wastewater_plant,55.575864,-2.623616,NODE_360909.250000_631432.030000,164.46
WTW_way_205736519,Unnamed Facility (205736519),wastewater_plant,57.8907815,-4.3498653,NODE_260954.510000_891428.460000,166.79
WTW_way_205847097,Garnswllt WwTW,wastewater_plant,51.7711879,-3.9997854,NODE_262120.920000_210279.720000,331.06
WTW_way_205949429,Unnamed Facility (205949429),wastewater_plant,50.5328449,-3.5940855,NODE_287163.260000_71751.780000,200.04
WTW_way_205995613,Newtown St Boswells WWTW,wastewater_plant,55.577979,-2.6650932,NODE_357895.090000_631526.460000,379.99
WTW_way_206272302,Wragby STW,wastewater_plant,53.2866742,-0.3120721,NODE_512828.210000_378205.270000,320.8
WTW_way_206327850,Kidsgrove Wastewater Treatment Works,wastewater_plant,53.0924989,-2.2561776,NODE_382516.690000_355126.690000,429.72
WTW_way_206519703,Burnsall,wastewater_plant,54.0429918,-1.9496646,NODE_403225.850000_461080.730000,345.02
WTW_way_206526900,WWTW,wastewater_plant,55.7077147,-2.447052,NODE_371751.180000_646012.760000,277.23
WTW_way_206581838,Unnamed Facility (206581838),wastewater_plant,51.4281402,-2.3112823,NODE_378281.730000_169954.290000,173.24
WTW_way_206861059,Kirk Langley (STW),wastewater_plant,52.9482586,-1.5664017,NODE_429409.560000_339140.100000,190.71
WTW_way_207014185,Gainsborough - Lea Road Wastewater Treatment Works,wastewater_plant,53.3777896,-0.7722391,NODE_481885.450000_387375.690000,147.29
WTW_way_207615813,Unnamed Facility (207615813),wastewater_plant,57.3691729,-7.2891699,NODE_82124.140000_843323.730000,42.43
WTW_way_207657466,Unnamed Facility (207657466),water_works,51.6955404,-0.4351286,NODE_508167.950000_200987.130000,203.63
WTW_way_208002335,Unnamed Facility (208002335),water_works,55.6476939,-2.6867411,NODE_356470.150000_639745.020000,446.36
WTW_way_208161440,Earlston WWTW,wastewater_plant,55.6349329,-2.6794089,NODE_357160.120000_638183.200000,171.39
WTW_way_208456977,Broughton STW (Humber),wastewater_plant,53.5806022,-0.5162925,NODE_498324.180000_410226.660000,128.63
WTW_way_208488376,Unnamed Facility (208488376),water_works,56.9702357,-7.4393103,NODE_69824.030000_799501.260000,321.29
WTW_way_209116589,WWTW,wastewater_plant,55.6885061,-2.3386972,NODE_378624.130000_644079.110000,225.1
WTW_way_209331026,Keynsham Water Recycling Centre,wastewater_plant,51.4162709,-2.4846259,NODE_366032.330000_168919.390000,426.04
WTW_way_209442626,Unnamed Facility (209442626),wastewater_plant,53.5463612,-0.1587558,NODE_521986.370000_407122.860000,112.61
WTW_way_209443722,Lynemouth STW,wastewater_plant,55.2112473,-1.5303579,NODE_430429.030000_590776.090000,456.43
WTW_way_209513601,Ray Hall Water Reclamation Works,wastewater_plant,52.548026,-1.9637537,NODE_402377.590000_294904.970000,476.07
WTW_way_209548892,Sewerage Works,wastewater_plant,55.7739717,-2.7995691,NODE_350002.090000_653687.930000,62.64
WTW_way_209630676,Binbrook STW,wastewater_plant,53.4365224,-0.1850038,NODE_520389.720000_394724.640000,300.01
WTW_way_210050320,Sewage Works,wastewater_plant,51.0120498,-0.4658236,NODE_507682.220000_124667.870000,90.5
WTW_way_210232686,Ashington WwTW,wastewater_plant,50.928995,-0.3847714,NODE_513668.330000_115550.000000,105.41
WTW_way_210245257,Nassington STW,wastewater_plant,52.5567415,-0.429194,NODE_506986.370000_296367.140000,455.22
WTW_way_210294332,Unnamed Facility (210294332),wastewater_plant,56.8938262,-4.9016239,NODE_223229.580000_781756.040000,133.76
WTW_way_210296701,Unnamed Facility (210296701),wastewater_plant,56.6909129,-5.1833713,NODE_205020.480000_759671.870000,347.46
WTW_way_210371258,Sewerage Works,wastewater_plant,55.462068,-2.680078,NODE_357277.060000_619090.970000,262.23
WTW_way_210587769,Unnamed Facility (210587769),wastewater_plant,56.7135717,-4.9779232,NODE_217859.520000_762114.190000,165.9
WTW_way_210891851,Unnamed Facility (210891851),water_works,56.0010651,-2.5436228,NODE_365989.910000_678668.390000,250.81
WTW_way_210938275,Unnamed Facility (210938275),wastewater_plant,50.3429287,-4.0336995,NODE_255459.330000_51169.290000,77.3
WTW_way_211109749,Ystradgynlais Wastewater Treatment Works,wastewater_plant,51.7641788,-3.7762798,NODE_277401.310000_208586.220000,216.84
WTW_way_211176515,Unnamed Facility (211176515),water_works,56.6277541,-6.5314926,NODE_122101.680000_757347.130000,287.6
WTW_way_211253964,Unnamed Facility (211253964),wastewater_plant,50.3109303,-3.8392007,NODE_269087.360000_47470.870000,193.14
WTW_way_213502431,Unnamed Facility (213502431),water_works,55.4439965,-2.3041235,NODE_380870.920000_616732.750000,15.64
WTW_way_214468265,Bishops Frome WwTW,wastewater_plant,52.1335009,-2.4909131,NODE_366722.050000_248599.210000,262.48
WTW_way_214636009,Ashprington STW Ashprington,wastewater_plant,50.3966844,-3.6678181,NODE_281229.160000_56575.320000,329.71
WTW_way_215643658,Chester-le-Street Treatment Works,wastewater_plant,54.8606015,-1.566457,NODE_427977.050000_551564.500000,281.89
WTW_way_215649123,Pant - Plas Cerrig (STW),wastewater_plant,52.7862787,-3.0803686,NODE_327076.570000_321280.960000,280.59
WTW_way_215650719,Kilburn/STW,wastewater_plant,54.0621904,-0.3690994,NODE_506756.090000_464194.390000,100.29
WTW_way_215666990,Washingborough STW,wastewater_plant,53.2229981,-0.440202,NODE_504174.560000_370467.630000,223.35
WTW_way_216263239,Cholsey Wastewater Treatment Works,wastewater_plant,51.5819216,-1.1497852,NODE_459308.720000_187352.460000,302.33
WTW_way_216537502,Water Works,wastewater_plant,52.3264704,1.1637479,NODE_615720.750000_274702.550000,176.78
WTW_way_218239045,Crowcombe Sewage Works,wastewater_plant,51.1218867,-3.2322318,NODE_313694.410000_136500.200000,176.54
WTW_way_218389293,Stanford Rivers WWTW,wastewater_plant,51.6759636,0.23514,NODE_554856.920000_199991.080000,270.37
WTW_way_218540571,Benson Wastewater Treatment Works,wastewater_plant,51.609508,-1.103923,NODE_461953.360000_190224.350000,300.65
WTW_way_219134886,Kidwelly Sewage Treatment Works,wastewater_plant,51.7320852,-4.3193815,NODE_239879.340000_206653.530000,402.91
WTW_way_219631011,Napton (STW),wastewater_plant,52.2433541,-1.3287488,NODE_446335.530000_260592.450000,450.04
WTW_way_219971393,Unnamed Facility (219971393),wastewater_plant,52.9341342,-0.5845912,NODE_494930.710000_338267.980000,310.43
WTW_way_220273532,Unnamed Facility (220273532),wastewater_plant,51.8351411,0.5974185,NODE_578687.890000_218467.730000,382.2
WTW_way_220438790,Unnamed Facility (220438790),wastewater_plant,52.5667522,-1.6546241,NODE_423574.620000_296574.070000,73.02
WTW_way_220802211,Unnamed Facility (220802211),wastewater_plant,52.5960836,-1.6129804,NODE_426750.730000_299688.660000,477.94
WTW_way_220850169,Eastwood Wastewaster Treatment Works,wastewater_plant,53.7320843,-2.0466805,NODE_396994.510000_426194.020000,24.49
WTW_way_220994657,Unnamed Facility (220994657),water_works,51.6350765,-0.4098346,NODE_509784.270000_193977.070000,387.55
WTW_way_221352336,Wessex Water Radstock Sewage Treatment Plant,wastewater_plant,51.2950827,-2.4318086,NODE_370146.450000_155123.350000,173.52
WTW_way_221489282,Unnamed Facility (221489282),wastewater_plant,51.2726077,-2.4349673,NODE_369681.690000_152578.140000,138.79
WTW_way_221597144,Kinoulton (STW),wastewater_plant,52.8719995,-0.9780444,NODE_468964.000000_331133.030000,164.26
WTW_way_221872706,Borough of Morpeth Sewage Disposal Works,water_works,55.168831,-1.6822042,NODE_420385.770000_586128.680000,49.76
WTW_way_221980517,Drumoak WTW,wastewater_plant,57.0778752,-2.3422551,NODE_379796.260000_798439.870000,471.04
WTW_way_222923138,Edale (STW),wastewater_plant,53.3636919,-1.8151979,NODE_412638.400000_385138.890000,255.11
WTW_way_223314959,Maunby Sewage Treatment Works,wastewater_plant,54.270195,-1.4329298,NODE_436995.290000_486494.920000,290.0
WTW_way_223806328,Bylaugh-Near Church STW,wastewater_plant,52.7236998,1.0149999,NODE_603539.440000_318019.080000,297.21
WTW_way_224724501,Unnamed Facility (224724501),wastewater_plant,50.5043687,-3.6544637,NODE_283144.960000_68337.840000,400.8
WTW_way_224930399,Hay-on-Wye Wastewater Treatment Works,wastewater_plant,52.081929,-3.1219067,NODE_322936.650000_242806.130000,493.9
WTW_way_225617555,Unnamed Facility (225617555),wastewater_plant,57.1311566,-3.9256242,NODE_283634.180000_805917.010000,222.94
WTW_way_226061578,Baslow (STW),wastewater_plant,53.242737,-1.6224783,NODE_425372.050000_371748.460000,101.79
WTW_way_226148086,WWTW,wastewater_plant,55.9418926,-3.8325727,NODE_285732.710000_673241.710000,381.88
WTW_way_226319027,Coldstream WwTW,wastewater_plant,55.6641772,-2.2261559,NODE_386136.550000_641121.570000,278.88
WTW_way_226371540,Draughton Sewage Treatment Works,wastewater_plant,53.9742368,-1.9313274,NODE_404549.500000_453072.810000,78.26
WTW_way_226760105,Unnamed Facility (226760105),wastewater_plant,55.889292,-3.9048182,NODE_280563.590000_667715.700000,432.58
WTW_way_227215218,Deiniolen Brynrefail WwTW,wastewater_plant,53.1444575,-4.1583118,NODE_255643.930000_362863.240000,157.79
WTW_way_227710402,Ripon Wastewater Treatment Works,wastewater_plant,54.1311168,-1.5051115,NODE_432567.460000_470947.670000,282.98
WTW_way_227750177,Bidford-On-Avon (STW),wastewater_plant,52.1592605,-1.8770366,NODE_408249.110000_251066.310000,304.44
WTW_way_227964796,Unnamed Facility (227964796),water_works,53.4442932,-1.3294458,NODE_444496.250000_394233.650000,200.09
WTW_way_228057649,Little Hallingbury Wastewater Treatment Works,wastewater_plant,51.8361255,0.1684403,NODE_549373.610000_217132.480000,389.63
WTW_way_228796448,Sewerage Plant,wastewater_plant,55.7837623,-2.2179243,NODE_386416.070000_654561.110000,47.6
WTW_way_229418505,Lower Moor (STW),wastewater_plant,52.1193665,-2.0359914,NODE_397536.320000_246788.670000,95.92
WTW_way_230105084,Unnamed Facility (230105084),wastewater_plant,51.9236705,-3.4592507,NODE_299514.060000_225736.940000,369.37
WTW_way_231230503,Unnamed Facility (231230503),water_works,53.4484183,-1.3251126,NODE_445302.970000_394667.440000,419.37
WTW_way_231340467,Coaley (STW),wastewater_plant,51.7166906,-2.3534131,NODE_376044.630000_202377.630000,486.3
WTW_way_231349756,Unnamed Facility (231349756),water_works,52.592615,1.304548,NODE_623746.150000_304627.600000,191.23
WTW_way_231349759,Unnamed Facility (231349759),water_works,52.5923808,1.3045643,NODE_623746.150000_304627.600000,205.14
WTW_way_231426068,Fiddlers Hamlet WWTW,wastewater_plant,51.6837648,0.1368367,NODE_547578.540000_200874.610000,449.13
WTW_way_231872173,Bicester Sewage Treatment Works,wastewater_plant,51.8838664,-1.1597631,NODE_458063.960000_220837.860000,159.48
WTW_way_231872245,Unnamed Facility (231872245),wastewater_plant,56.0620939,-3.8620176,NODE_284351.790000_687087.080000,199.7
WTW_way_231945176,Unnamed Facility (231945176),wastewater_plant,57.3226059,-3.613266,NODE_302988.020000_826666.150000,273.73
WTW_way_232020132,Islip WwTW,wastewater_plant,51.8195597,-1.2310881,NODE_452989.190000_213887.530000,201.69
WTW_way_232075971,Unnamed Facility (232075971),wastewater_plant,50.60149,-4.4506458,NODE_226668.570000_80692.850000,149.88
WTW_way_232307384,Unnamed Facility (232307384),wastewater_plant,53.1930435,-2.910043,NODE_339588.820000_366657.690000,298.19
WTW_way_232846236,WWTW,wastewater_plant,55.7147703,-2.7335773,NODE_354363.940000_646862.460000,405.41
WTW_way_232896954,Unnamed Facility (232896954),wastewater_plant,53.5756779,-1.5097732,NODE_432728.670000_408759.190000,218.42
WTW_way_233039193,Lower Moor Water Treatment,water_works,50.6185631,-4.6483225,NODE_212386.250000_83345.200000,388.91
WTW_way_233292186,Barton (STW),wastewater_plant,52.7617202,-1.7056704,NODE_420126.470000_318236.790000,172.03
WTW_way_234887601,Coxwold/STW,wastewater_plant,54.3066671,-1.6209055,NODE_424400.490000_490197.690000,365.23
WTW_way_235168545,Unnamed Facility (235168545),water_works,51.62329,0.0509248,NODE_542168.840000_193658.190000,116.71
WTW_way_235460293,Itchen Bank (STW),wastewater_plant,52.2616532,-1.4045446,NODE_440464.620000_262412.690000,453.05
WTW_way_235504806,Moreton Paddox Sewage Treatment Works,wastewater_plant,52.1835455,-1.5538889,NODE_430544.680000_254027.110000,54.27
WTW_way_237010084,Rhodes Farm Wastewater Treatment Works,wastewater_plant,53.5324802,-2.329708,NODE_377937.870000_403873.450000,342.69
WTW_way_237523396,Unnamed Facility (237523396),wastewater_plant,51.1504243,-1.2639398,NODE_451396.500000_139515.710000,300.85
WTW_way_237981841,Llanfyllin STW,wastewater_plant,52.7607303,-3.2563117,NODE_315518.220000_318745.970000,230.98
WTW_way_238888160,Rhydymwyn WwTW,wastewater_plant,53.189943,-3.1848155,NODE_320701.030000_366108.780000,477.61
WTW_way_239249644,Unnamed Facility (239249644),water_works,55.2380882,-1.9210771,NODE_404917.940000_593671.940000,221.43
WTW_way_239294155,Ackleton - Stableford (STW),wastewater_plant,52.5876122,-2.3519955,NODE_376194.460000_298886.340000,66.6
WTW_way_239488392,Christow STW Teign Valley,wastewater_plant,50.6558317,-3.6440255,NODE_283917.610000_85334.780000,41.95
WTW_way_239946367,Sewerage Works,wastewater_plant,55.4426402,-1.9032304,NODE_405908.850000_616358.600000,357.84
WTW_way_240013846,Fordingbridge Wastewater Plant,wastewater_plant,50.9179848,-1.7971829,NODE_414682.110000_113226.630000,331.19
WTW_way_240014993,Unnamed Facility (240014993),wastewater_plant,54.1045887,-1.7790427,NODE_414457.260000_467710.820000,104.91
WTW_way_240331389,Millfield STW,wastewater_plant,55.6029125,-2.0990817,NODE_394001.110000_634332.990000,150.07
WTW_way_240355751,Unnamed Facility (240355751),wastewater_plant,55.6366176,-2.1293846,NODE_392069.270000_638274.000000,188.28
WTW_way_240358770,Sewerage Works,wastewater_plant,55.6342762,-2.174017,NODE_389005.110000_637957.800000,163.13
WTW_way_241521489,Unnamed Facility (241521489),wastewater_plant,51.6506757,-0.3190586,NODE_516729.420000_195839.770000,373.08
WTW_way_241550317,Unnamed Facility (241550317),wastewater_plant,53.4742864,-0.6001434,NODE_492577.740000_398524.960000,445.78
WTW_way_242811209,Unnamed Facility (242811209),wastewater_plant,55.6385541,-2.2757474,NODE_382748.060000_638778.810000,411.08
WTW_way_243047197,Burton Pidsea Sewage Treatment Works,wastewater_plant,53.7669419,-0.1121432,NODE_524772.280000_431987.260000,360.62
WTW_way_243962686,Sewerage Works,wastewater_plant,55.8678904,-2.974505,NODE_338769.090000_664021.670000,434.61
WTW_way_244567346,Stanton Drew Sewage Treatment Works,wastewater_plant,51.3663886,-2.5727527,NODE_360646.200000_163445.180000,492.86
WTW_way_245185300,Unnamed Facility (245185300),wastewater_plant,52.4103911,-0.7786676,NODE_482918.040000_279673.180000,312.71
WTW_way_245266680,Unnamed Facility (245266680),wastewater_plant,50.9041584,-2.2000939,NODE_386190.870000_111869.570000,273.14
WTW_way_246069946,Unnamed Facility (246069946),wastewater_plant,52.6178206,-0.5372918,NODE_498905.730000_303198.390000,220.49
WTW_way_246185489,Leek Sewage Treatment Works,wastewater_plant,53.0857661,-2.0312857,NODE_398154.060000_353888.470000,421.75
WTW_way_246332499,Tysoe (STW),wastewater_plant,52.1038593,-1.5119735,NODE_433778.130000_244896.040000,373.96
WTW_way_246707885,Gosfield STW,wastewater_plant,51.9313049,0.5908807,NODE_578576.270000_229061.450000,354.14
WTW_way_247751719,Unnamed Facility (247751719),wastewater_plant,53.9633842,-1.1831713,NODE_453342.060000_452376.580000,376.84
WTW_way_247844366,Tottiford Wastewater Treatment Works,wastewater_plant,50.6268493,-3.6868197,NODE_280694.710000_82350.030000,217.05
WTW_way_249136591,Greenfield Waste Water Treatment Works,wastewater_plant,53.292826,-3.2040418,NODE_319943.990000_377960.590000,108.13
WTW_way_250921121,Tenbury Wells STW,wastewater_plant,52.3128926,-2.5828762,NODE_360559.600000_268869.470000,448.23
WTW_way_250922020,Water Works,wastewater_plant,51.8153723,0.7650249,NODE_590451.120000_216608.240000,233.47
WTW_way_251328020,Foulden STW,wastewater_plant,55.7895993,-2.105058,NODE_393456.170000_654866.940000,287.44
WTW_way_251542630,Kilmartin Waste Water Treatment Works,wastewater_plant,56.1352074,-5.4864981,NODE_183160.300000_698962.900000,320.74
WTW_way_252598238,Admington (STW),wastewater_plant,52.1173394,-1.7019795,NODE_420407.660000_246219.900000,389.95
WTW_way_252752520,Preston on Stour Sewage Treatment Works,wastewater_plant,52.1441575,-1.6981477,NODE_421086.550000_249410.260000,375.71
WTW_way_253267925,Sewage Works,wastewater_plant,51.5606491,-2.8135302,NODE_343778.130000_185021.110000,101.4
WTW_way_253834404,Unnamed Facility (253834404),water_works,51.4935516,-0.5935649,NODE_497568.730000_177935.050000,245.3
WTW_way_254506224,Highwood STW,wastewater_plant,51.7136629,0.3939179,NODE_565750.250000_204358.680000,271.59
WTW_way_254609978,Chiddingfold Sewage Disposal Works,wastewater_plant,51.1208958,-0.6169893,NODE_497150.340000_136884.630000,355.4
WTW_way_254634585,Unnamed Facility (254634585),wastewater_plant,53.0538476,-0.8407773,NODE_478148.640000_351619.820000,438.52
WTW_way_255541944,Broughton Cross WwTW,wastewater_plant,54.6593897,-3.4416877,NODE_307519.420000_530388.390000,428.56
WTW_way_255593675,Trevine WwTW,wastewater_plant,51.9469962,-5.148778,NODE_183360.080000_232482.200000,386.71
WTW_way_255785859,Withersfield STW,wastewater_plant,52.0989583,0.4122917,NODE_565530.700000_246868.240000,438.34
WTW_way_255972142,Sewage Works,wastewater_plant,57.0537901,-2.477949,NODE_370859.370000_795700.490000,359.26
WTW_way_256628593,Unnamed Facility (256628593),wastewater_plant,55.0040817,-2.9947535,NODE_336532.500000_568279.260000,120.28
WTW_way_256634257,Unnamed Facility (256634257),wastewater_plant,54.9418566,-2.9992756,NODE_335784.620000_561191.670000,305.05
WTW_way_256756185,Marchbank Water Treatment Works,water_works,55.8657744,-3.3372962,NODE_316211.910000_664416.900000,194.16
WTW_way_256975162,Unnamed Facility (256975162),wastewater_plant,50.4200764,-3.8342892,NODE_269743.330000_59561.800000,157.16
WTW_way_257239305,Stisted STW,wastewater_plant,51.8887222,0.6187894,NODE_579965.240000_224029.460000,485.5
WTW_way_257306384,Yealmpton STW Yealmpton,wastewater_plant,50.3455757,-4.0015595,NODE_257727.630000_51413.520000,48.41
WTW_way_257485780,Unnamed Facility (257485780),wastewater_plant,50.3946717,-3.8784052,NODE_266570.790000_56297.020000,368.43
WTW_way_257672203,Unnamed Facility (257672203),wastewater_plant,50.7257994,-3.292731,NODE_308887.170000_92356.910000,241.61
WTW_way_257997699,Berkswell (STW),wastewater_plant,52.4088843,-1.6442784,NODE_424005.930000_279092.720000,292.53
WTW_way_258281963,Unnamed Facility (258281963),wastewater_plant,50.3967552,-3.9946976,NODE_258069.000000_57123.100000,256.3
WTW_way_258995905,High Hoyland Waste water Treatment Works,wastewater_plant,53.6030358,-1.5967296,NODE_426981.510000_412197.460000,354.11
WTW_way_259798947,Stoke Holy Cross STW,wastewater_plant,52.578701,1.2885137,NODE_622774.530000_302911.660000,137.72
